Stationsnamn;Klimatnummer;Mäthöjd (meter över marken)
Stockholm;98210;2.0

Parameternamn;Beskrivning;Enhet
Nederbördsmängd;summa, 1 gång per månad;mm

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1786-02-01 00:00:00;2016-03-02 10:00:00;44.0;59.342;18.0575

Från Datum Tid (UTC);Till Datum Tid (UTC);Representativ månad;Nederbördsmängd;Kvalitet;;Tidsutsnitt:
1875-04-01 06:00:01;1875-05-01 06:00:00;1875-04;12.0;G
1875-05-02 06:00:01;1875-06-01 06:00:00;1875-05;14.0;G
1875-06-01 06:00:01;1875-07-01 06:00:00;1875-06;44.0;G
1875-07-02 06:00:01;1875-08-01 06:00:00;1875-07;46.0;G
1875-08-02 06:00:01;1875-09-01 06:00:00;1875-08;50.0;G
1875-09-01 06:00:01;1875-10-01 06:00:00;1875-09;8.0;G
1875-10-02 06:00:01;1875-11-01 06:00:00;1875-10;23.0;G
1875-11-01 06:00:01;1875-12-01 06:00:00;1875-11;22.0;G
1875-12-02 06:00:01;1876-01-01 06:00:00;1875-12;10.0;G
1876-01-02 06:00:01;1876-02-01 06:00:00;1876-01;12.0;G
1876-01-31 06:00:01;1876-03-01 06:00:00;1876-02;14.0;G
1876-03-02 06:00:01;1876-04-01 06:00:00;1876-03;26.0;G
1876-04-01 06:00:01;1876-05-01 06:00:00;1876-04;40.0;G
1876-05-02 06:00:01;1876-06-01 06:00:00;1876-05;26.0;G
1876-06-01 06:00:01;1876-07-01 06:00:00;1876-06;25.0;G
1876-07-02 06:00:01;1876-08-01 06:00:00;1876-07;15.0;G
1876-08-02 06:00:01;1876-09-01 06:00:00;1876-08;31.0;G
1876-09-01 06:00:01;1876-10-01 06:00:00;1876-09;71.0;G
1876-10-02 06:00:01;1876-11-01 06:00:00;1876-10;65.0;G
1876-11-01 06:00:01;1876-12-01 06:00:00;1876-11;25.0;G
1876-12-02 06:00:01;1877-01-01 06:00:00;1876-12;30.0;G
1877-01-02 06:00:01;1877-02-01 06:00:00;1877-01;25.0;G
1877-01-30 06:00:01;1877-03-01 06:00:00;1877-02;36.0;G
1877-03-02 06:00:01;1877-04-01 06:00:00;1877-03;27.0;G
1877-04-01 06:00:01;1877-05-01 06:00:00;1877-04;12.0;G
1877-05-02 06:00:01;1877-06-01 06:00:00;1877-05;27.0;G
1877-06-01 06:00:01;1877-07-01 06:00:00;1877-06;11.0;G
1877-07-02 06:00:01;1877-08-01 06:00:00;1877-07;85.0;G
1877-08-02 06:00:01;1877-09-01 06:00:00;1877-08;116.0;G
1877-09-01 06:00:01;1877-10-01 06:00:00;1877-09;40.0;G
1877-10-02 06:00:01;1877-11-01 06:00:00;1877-10;42.0;G
1877-11-01 06:00:01;1877-12-01 06:00:00;1877-11;39.0;G
1877-12-02 06:00:01;1878-01-01 06:00:00;1877-12;40.0;G
1878-01-02 06:00:01;1878-02-01 06:00:00;1878-01;33.0;G
1878-01-30 06:00:01;1878-03-01 06:00:00;1878-02;2.0;G
1878-03-02 06:00:01;1878-04-01 06:00:00;1878-03;32.0;G
1878-04-01 06:00:01;1878-05-01 06:00:00;1878-04;15.0;G
1878-05-02 06:00:01;1878-06-01 06:00:00;1878-05;26.0;G
1878-06-01 06:00:01;1878-07-01 06:00:00;1878-06;81.0;G
1878-07-02 06:00:01;1878-08-01 06:00:00;1878-07;62.0;G
1878-08-02 06:00:01;1878-09-01 06:00:00;1878-08;58.0;G
1878-09-01 06:00:01;1878-10-01 06:00:00;1878-09;38.0;G
1878-10-02 06:00:01;1878-11-01 06:00:00;1878-10;76.0;G
1878-11-01 06:00:01;1878-12-01 06:00:00;1878-11;56.0;G
1878-12-02 06:00:01;1879-01-01 06:00:00;1878-12;50.0;G
1879-01-02 06:00:01;1879-02-01 06:00:00;1879-01;25.0;G
1879-01-30 06:00:01;1879-03-01 06:00:00;1879-02;40.0;G
1879-03-02 06:00:01;1879-04-01 06:00:00;1879-03;7.0;G
1879-04-01 06:00:01;1879-05-01 06:00:00;1879-04;41.0;G
1879-05-02 06:00:01;1879-06-01 06:00:00;1879-05;39.0;G
1879-06-01 06:00:01;1879-07-01 06:00:00;1879-06;32.0;G
1879-07-02 06:00:01;1879-08-01 06:00:00;1879-07;71.0;G
1879-08-02 06:00:01;1879-09-01 06:00:00;1879-08;47.0;G
1879-09-01 06:00:01;1879-10-01 06:00:00;1879-09;53.0;G
1879-10-02 06:00:01;1879-11-01 06:00:00;1879-10;55.0;G
1879-11-01 06:00:01;1879-12-01 06:00:00;1879-11;18.0;G
1879-12-02 06:00:01;1880-01-01 06:00:00;1879-12;9.0;G
1880-01-02 06:00:01;1880-02-01 06:00:00;1880-01;8.0;G
1880-01-31 06:00:01;1880-03-01 06:00:00;1880-02;21.0;G
1880-03-02 06:00:01;1880-04-01 06:00:00;1880-03;5.0;G
1880-04-01 06:00:01;1880-05-01 06:00:00;1880-04;22.0;G
1880-05-02 06:00:01;1880-06-01 06:00:00;1880-05;17.0;G
1880-06-01 06:00:01;1880-07-01 06:00:00;1880-06;14.0;G
1880-07-02 06:00:01;1880-08-01 06:00:00;1880-07;63.0;G
1880-08-02 06:00:01;1880-09-01 06:00:00;1880-08;19.0;G
1880-09-01 06:00:01;1880-10-01 06:00:00;1880-09;27.0;G
1880-10-02 06:00:01;1880-11-01 06:00:00;1880-10;47.0;G
1880-11-01 06:00:01;1880-12-01 06:00:00;1880-11;54.0;G
1880-12-02 06:00:01;1881-01-01 06:00:00;1880-12;38.0;G
1881-01-02 06:00:01;1881-02-01 06:00:00;1881-01;15.0;G
1881-01-30 06:00:01;1881-03-01 06:00:00;1881-02;30.0;G
1881-03-02 06:00:01;1881-04-01 06:00:00;1881-03;19.0;G
1881-04-01 06:00:01;1881-05-01 06:00:00;1881-04;25.0;G
1881-05-02 06:00:01;1881-06-01 06:00:00;1881-05;41.0;G
1881-06-01 06:00:01;1881-07-01 06:00:00;1881-06;33.0;G
1881-07-02 06:00:01;1881-08-01 06:00:00;1881-07;46.0;G
1881-08-02 06:00:01;1881-09-01 06:00:00;1881-08;41.0;G
1881-09-01 06:00:01;1881-10-01 06:00:00;1881-09;123.0;G
1881-10-02 06:00:01;1881-11-01 06:00:00;1881-10;32.0;G
1881-11-01 06:00:01;1881-12-01 06:00:00;1881-11;36.0;G
1881-12-02 06:00:01;1882-01-01 06:00:00;1881-12;26.0;G
1882-01-02 06:00:01;1882-02-01 06:00:00;1882-01;17.0;G
1882-01-30 06:00:01;1882-03-01 06:00:00;1882-02;26.0;G
1882-03-02 06:00:01;1882-04-01 06:00:00;1882-03;31.0;G
1882-04-01 06:00:01;1882-05-01 06:00:00;1882-04;25.0;G
1882-05-02 06:00:01;1882-06-01 06:00:00;1882-05;55.0;G
1882-06-01 06:00:01;1882-07-01 06:00:00;1882-06;33.0;G
1882-07-02 06:00:01;1882-08-01 06:00:00;1882-07;95.0;G
1882-08-02 06:00:01;1882-09-01 06:00:00;1882-08;92.0;G
1882-09-01 06:00:01;1882-10-01 06:00:00;1882-09;22.0;G
1882-10-02 06:00:01;1882-11-01 06:00:00;1882-10;47.0;G
1882-11-01 06:00:01;1882-12-01 06:00:00;1882-11;57.0;G
1882-12-02 06:00:01;1883-01-01 06:00:00;1882-12;38.0;G
1883-01-02 06:00:01;1883-02-01 06:00:00;1883-01;14.0;G
1883-01-30 06:00:01;1883-03-01 06:00:00;1883-02;9.0;G
1883-03-02 06:00:01;1883-04-01 06:00:00;1883-03;19.0;G
1883-04-01 06:00:01;1883-05-01 06:00:00;1883-04;7.0;G
1883-05-02 06:00:01;1883-06-01 06:00:00;1883-05;17.0;G
1883-06-01 06:00:01;1883-07-01 06:00:00;1883-06;36.0;G
1883-07-02 06:00:01;1883-08-01 06:00:00;1883-07;107.0;G
1883-08-02 06:00:01;1883-09-01 06:00:00;1883-08;93.0;G
1883-09-01 06:00:01;1883-10-01 06:00:00;1883-09;80.0;G
1883-10-02 06:00:01;1883-11-01 06:00:00;1883-10;35.0;G
1883-11-01 06:00:01;1883-12-01 06:00:00;1883-11;99.0;G
1883-12-02 06:00:01;1884-01-01 06:00:00;1883-12;14.0;G
1884-01-02 06:00:01;1884-02-01 06:00:00;1884-01;20.0;G
1884-01-31 06:00:01;1884-03-01 06:00:00;1884-02;12.0;G
1884-03-02 06:00:01;1884-04-01 06:00:00;1884-03;23.0;G
1884-04-01 06:00:01;1884-05-01 06:00:00;1884-04;6.0;G
1884-05-02 06:00:01;1884-06-01 06:00:00;1884-05;53.0;G
1884-06-01 06:00:01;1884-07-01 06:00:00;1884-06;84.0;G
1884-07-02 06:00:01;1884-08-01 06:00:00;1884-07;96.0;G
1884-08-02 06:00:01;1884-09-01 06:00:00;1884-08;13.0;G
1884-09-01 06:00:01;1884-10-01 06:00:00;1884-09;17.0;G
1884-10-02 06:00:01;1884-11-01 06:00:00;1884-10;78.0;G
1884-11-01 06:00:01;1884-12-01 06:00:00;1884-11;11.0;G
1884-12-02 06:00:01;1885-01-01 06:00:00;1884-12;53.0;G
1885-01-02 06:00:01;1885-02-01 06:00:00;1885-01;35.0;G
1885-01-30 06:00:01;1885-03-01 06:00:00;1885-02;22.0;G
1885-03-02 06:00:01;1885-04-01 06:00:00;1885-03;13.0;G
1885-04-01 06:00:01;1885-05-01 06:00:00;1885-04;18.0;G
1885-05-02 06:00:01;1885-06-01 06:00:00;1885-05;53.0;G
1885-06-01 06:00:01;1885-07-01 06:00:00;1885-06;38.0;G
1885-07-02 06:00:01;1885-08-01 06:00:00;1885-07;40.0;G
1885-08-02 06:00:01;1885-09-01 06:00:00;1885-08;107.0;G
1885-09-01 06:00:01;1885-10-01 06:00:00;1885-09;48.0;G
1885-10-02 06:00:01;1885-11-01 06:00:00;1885-10;144.0;G
1885-11-01 06:00:01;1885-12-01 06:00:00;1885-11;30.0;G
1885-12-02 06:00:01;1886-01-01 06:00:00;1885-12;28.0;G
1886-01-02 06:00:01;1886-02-01 06:00:00;1886-01;26.0;G
1886-01-30 06:00:01;1886-03-01 06:00:00;1886-02;11.0;G
1886-03-02 06:00:01;1886-04-01 06:00:00;1886-03;10.0;G
1886-04-01 06:00:01;1886-05-01 06:00:00;1886-04;40.0;G
1886-05-02 06:00:01;1886-06-01 06:00:00;1886-05;37.0;G
1886-06-01 06:00:01;1886-07-01 06:00:00;1886-06;69.0;G
1886-07-02 06:00:01;1886-08-01 06:00:00;1886-07;48.0;G
1886-08-02 06:00:01;1886-09-01 06:00:00;1886-08;22.0;G
1886-09-01 06:00:01;1886-10-01 06:00:00;1886-09;41.0;G
1886-10-02 06:00:01;1886-11-01 06:00:00;1886-10;14.0;G
1886-11-01 06:00:01;1886-12-01 06:00:00;1886-11;30.0;G
1886-12-02 06:00:01;1887-01-01 06:00:00;1886-12;59.0;G
1887-01-02 06:00:01;1887-02-01 06:00:00;1887-01;25.0;G
1887-01-30 06:00:01;1887-03-01 06:00:00;1887-02;5.0;G
1887-03-02 06:00:01;1887-04-01 06:00:00;1887-03;19.0;G
1887-04-01 06:00:01;1887-05-01 06:00:00;1887-04;42.0;G
1887-05-02 06:00:01;1887-06-01 06:00:00;1887-05;18.0;G
1887-06-01 06:00:01;1887-07-01 06:00:00;1887-06;55.0;G
1887-07-02 06:00:01;1887-08-01 06:00:00;1887-07;57.0;G
1887-08-02 06:00:01;1887-09-01 06:00:00;1887-08;45.0;G
1887-09-01 06:00:01;1887-10-01 06:00:00;1887-09;61.0;G
1887-10-02 06:00:01;1887-11-01 06:00:00;1887-10;38.0;G
1887-11-01 06:00:01;1887-12-01 06:00:00;1887-11;10.0;G
1887-12-02 06:00:01;1888-01-01 06:00:00;1887-12;38.0;G
1888-01-02 06:00:01;1888-02-01 06:00:00;1888-01;5.0;G
1888-01-31 06:00:01;1888-03-01 06:00:00;1888-02;35.0;G
1888-03-02 06:00:01;1888-04-01 06:00:00;1888-03;34.0;G
1888-04-01 06:00:01;1888-05-01 06:00:00;1888-04;50.0;G
1888-05-02 06:00:01;1888-06-01 06:00:00;1888-05;19.0;G
1888-06-01 06:00:01;1888-07-01 06:00:00;1888-06;39.0;G
1888-07-02 06:00:01;1888-08-01 06:00:00;1888-07;102.0;G
1888-08-02 06:00:01;1888-09-01 06:00:00;1888-08;45.0;G
1888-09-01 06:00:01;1888-10-01 06:00:00;1888-09;55.0;G
1888-10-02 06:00:01;1888-11-01 06:00:00;1888-10;48.0;G
1888-11-01 06:00:01;1888-12-01 06:00:00;1888-11;12.0;G
1888-12-02 06:00:01;1889-01-01 06:00:00;1888-12;20.0;G
1889-01-02 06:00:01;1889-02-01 06:00:00;1889-01;16.0;G
1889-01-30 06:00:01;1889-03-01 06:00:00;1889-02;30.0;G
1889-03-02 06:00:01;1889-04-01 06:00:00;1889-03;17.0;G
1889-04-01 06:00:01;1889-05-01 06:00:00;1889-04;19.0;G
1889-05-02 06:00:01;1889-06-01 06:00:00;1889-05;28.0;G
1889-06-01 06:00:01;1889-07-01 06:00:00;1889-06;33.0;G
1889-07-02 06:00:01;1889-08-01 06:00:00;1889-07;118.0;G
1889-08-02 06:00:01;1889-09-01 06:00:00;1889-08;80.0;G
1889-09-01 06:00:01;1889-10-01 06:00:00;1889-09;45.0;G
1889-10-02 06:00:01;1889-11-01 06:00:00;1889-10;55.0;G
1889-11-01 06:00:01;1889-12-01 06:00:00;1889-11;14.0;G
1889-12-02 06:00:01;1890-01-01 06:00:00;1889-12;11.0;G
1890-01-02 06:00:01;1890-02-01 06:00:00;1890-01;23.0;G
1890-01-30 06:00:01;1890-03-01 06:00:00;1890-02;11.0;G
1890-03-02 06:00:01;1890-04-01 06:00:00;1890-03;31.0;G
1890-04-01 06:00:01;1890-05-01 06:00:00;1890-04;72.0;G
1890-05-02 06:00:01;1890-06-01 06:00:00;1890-05;79.0;G
1890-06-01 06:00:01;1890-07-01 06:00:00;1890-06;40.0;G
1890-07-02 06:00:01;1890-08-01 06:00:00;1890-07;67.0;G
1890-08-02 06:00:01;1890-09-01 06:00:00;1890-08;116.0;G
1890-09-01 06:00:01;1890-10-01 06:00:00;1890-09;33.0;G
1890-10-02 06:00:01;1890-11-01 06:00:00;1890-10;83.0;G
1890-11-01 06:00:01;1890-12-01 06:00:00;1890-11;68.0;G
1890-12-02 06:00:01;1891-01-01 06:00:00;1890-12;18.0;G
1891-01-02 06:00:01;1891-02-01 06:00:00;1891-01;27.0;G
1891-01-30 06:00:01;1891-03-01 06:00:00;1891-02;13.0;G
1891-03-02 06:00:01;1891-04-01 06:00:00;1891-03;23.0;G
1891-04-01 06:00:01;1891-05-01 06:00:00;1891-04;15.0;G
1891-05-02 06:00:01;1891-06-01 06:00:00;1891-05;44.0;G
1891-06-01 06:00:01;1891-07-01 06:00:00;1891-06;9.0;G
1891-07-02 06:00:01;1891-08-01 06:00:00;1891-07;47.0;G
1891-08-02 06:00:01;1891-09-01 06:00:00;1891-08;70.0;G
1891-09-01 06:00:01;1891-10-01 06:00:00;1891-09;32.0;G
1891-10-02 06:00:01;1891-11-01 06:00:00;1891-10;38.0;G
1891-11-01 06:00:01;1891-12-01 06:00:00;1891-11;50.0;G
1891-12-02 06:00:01;1892-01-01 06:00:00;1891-12;44.0;G
1892-01-02 06:00:01;1892-02-01 06:00:00;1892-01;15.0;G
1892-01-31 06:00:01;1892-03-01 06:00:00;1892-02;14.0;G
1892-03-02 06:00:01;1892-04-01 06:00:00;1892-03;14.0;G
1892-04-01 06:00:01;1892-05-01 06:00:00;1892-04;31.0;G
1892-05-02 06:00:01;1892-06-01 06:00:00;1892-05;23.0;G
1892-06-01 06:00:01;1892-07-01 06:00:00;1892-06;53.0;G
1892-07-02 06:00:01;1892-08-01 06:00:00;1892-07;56.0;G
1892-08-02 06:00:01;1892-09-01 06:00:00;1892-08;45.0;G
1892-09-01 06:00:01;1892-10-01 06:00:00;1892-09;19.0;G
1892-10-02 06:00:01;1892-11-01 06:00:00;1892-10;41.0;G
1892-11-01 06:00:01;1892-12-01 06:00:00;1892-11;3.0;G
1892-12-02 06:00:01;1893-01-01 06:00:00;1892-12;26.0;G
1893-01-02 06:00:01;1893-02-01 06:00:00;1893-01;19.0;G
1893-01-30 06:00:01;1893-03-01 06:00:00;1893-02;29.0;G
1893-03-02 06:00:01;1893-04-01 06:00:00;1893-03;19.0;G
1893-04-01 06:00:01;1893-05-01 06:00:00;1893-04;2.0;G
1893-05-02 06:00:01;1893-06-01 06:00:00;1893-05;20.0;G
1893-06-01 06:00:01;1893-07-01 06:00:00;1893-06;45.0;G
1893-07-02 06:00:01;1893-08-01 06:00:00;1893-07;36.0;G
1893-08-02 06:00:01;1893-09-01 06:00:00;1893-08;98.0;G
1893-09-01 06:00:01;1893-10-01 06:00:00;1893-09;42.0;G
1893-10-02 06:00:01;1893-11-01 06:00:00;1893-10;79.0;G
1893-11-01 06:00:01;1893-12-01 06:00:00;1893-11;24.0;G
1893-12-02 06:00:01;1894-01-01 06:00:00;1893-12;32.0;G
1894-01-02 06:00:01;1894-02-01 06:00:00;1894-01;17.0;G
1894-01-30 06:00:01;1894-03-01 06:00:00;1894-02;33.0;G
1894-03-02 06:00:01;1894-04-01 06:00:00;1894-03;50.0;G
1894-04-01 06:00:01;1894-05-01 06:00:00;1894-04;15.0;G
1894-05-02 06:00:01;1894-06-01 06:00:00;1894-05;51.0;G
1894-06-01 06:00:01;1894-07-01 06:00:00;1894-06;56.0;G
1894-07-02 06:00:01;1894-08-01 06:00:00;1894-07;82.0;G
1894-08-02 06:00:01;1894-09-01 06:00:00;1894-08;47.0;G
1894-09-01 06:00:01;1894-10-01 06:00:00;1894-09;58.0;G
1894-10-02 06:00:01;1894-11-01 06:00:00;1894-10;43.0;G
1894-11-01 06:00:01;1894-12-01 06:00:00;1894-11;50.0;G
1894-12-02 06:00:01;1895-01-01 06:00:00;1894-12;53.0;G
1895-01-02 06:00:01;1895-02-01 06:00:00;1895-01;40.0;G
1895-01-30 06:00:01;1895-03-01 06:00:00;1895-02;33.0;G
1895-03-02 06:00:01;1895-04-01 06:00:00;1895-03;56.0;G
1895-04-01 06:00:01;1895-05-01 06:00:00;1895-04;15.0;G
1895-05-02 06:00:01;1895-06-01 06:00:00;1895-05;17.0;G
1895-06-01 06:00:01;1895-07-01 06:00:00;1895-06;25.0;G
1895-07-02 06:00:01;1895-08-01 06:00:00;1895-07;114.0;G
1895-08-02 06:00:01;1895-09-01 06:00:00;1895-08;72.0;G
1895-09-01 06:00:01;1895-10-01 06:00:00;1895-09;42.0;G
1895-10-02 06:00:01;1895-11-01 06:00:00;1895-10;61.0;G
1895-11-01 06:00:01;1895-12-01 06:00:00;1895-11;50.0;G
1895-12-02 06:00:01;1896-01-01 06:00:00;1895-12;31.0;G
1896-01-02 06:00:01;1896-02-01 06:00:00;1896-01;27.0;G
1896-01-31 06:00:01;1896-03-01 06:00:00;1896-02;14.0;G
1896-03-02 06:00:01;1896-04-01 06:00:00;1896-03;79.0;G
1896-04-01 06:00:01;1896-05-01 06:00:00;1896-04;28.0;G
1896-05-02 06:00:01;1896-06-01 06:00:00;1896-05;20.0;G
1896-06-01 06:00:01;1896-07-01 06:00:00;1896-06;22.0;G
1896-07-02 06:00:01;1896-08-01 06:00:00;1896-07;57.0;G
1896-08-02 06:00:01;1896-09-01 06:00:00;1896-08;130.0;G
1896-09-01 06:00:01;1896-10-01 06:00:00;1896-09;48.0;G
1896-10-02 06:00:01;1896-11-01 06:00:00;1896-10;69.0;G
1896-11-01 06:00:01;1896-12-01 06:00:00;1896-11;25.0;G
1896-12-02 06:00:01;1897-01-01 06:00:00;1896-12;58.0;G
1897-01-02 06:00:01;1897-02-01 06:00:00;1897-01;58.0;G
1897-01-30 06:00:01;1897-03-01 06:00:00;1897-02;26.0;G
1897-03-02 06:00:01;1897-04-01 06:00:00;1897-03;41.0;G
1897-04-01 06:00:01;1897-05-01 06:00:00;1897-04;77.0;G
1897-05-02 06:00:01;1897-06-01 06:00:00;1897-05;39.0;G
1897-06-01 06:00:01;1897-07-01 06:00:00;1897-06;37.0;G
1897-07-02 06:00:01;1897-08-01 06:00:00;1897-07;55.0;G
1897-08-02 06:00:01;1897-09-01 06:00:00;1897-08;92.0;G
1897-09-01 06:00:01;1897-10-01 06:00:00;1897-09;41.0;G
1897-10-02 06:00:01;1897-11-01 06:00:00;1897-10;28.0;G
1897-11-01 06:00:01;1897-12-01 06:00:00;1897-11;30.0;G
1897-12-02 06:00:01;1898-01-01 06:00:00;1897-12;80.0;G
1898-01-02 06:00:01;1898-02-01 06:00:00;1898-01;19.0;G
1898-01-30 06:00:01;1898-03-01 06:00:00;1898-02;85.0;G
1898-03-02 06:00:01;1898-04-01 06:00:00;1898-03;76.0;G
1898-04-01 06:00:01;1898-05-01 06:00:00;1898-04;25.0;G
1898-05-02 06:00:01;1898-06-01 06:00:00;1898-05;68.0;G
1898-06-01 06:00:01;1898-07-01 06:00:00;1898-06;64.0;G
1898-07-02 06:00:01;1898-08-01 06:00:00;1898-07;113.0;G
1898-08-02 06:00:01;1898-09-01 06:00:00;1898-08;37.0;G
1898-09-01 06:00:01;1898-10-01 06:00:00;1898-09;35.0;G
1898-10-02 06:00:01;1898-11-01 06:00:00;1898-10;24.0;G
1898-11-01 06:00:01;1898-12-01 06:00:00;1898-11;34.0;G
1898-12-02 06:00:01;1899-01-01 06:00:00;1898-12;54.0;G
1899-01-02 06:00:01;1899-02-01 06:00:00;1899-01;78.0;G
1899-01-30 06:00:01;1899-03-01 06:00:00;1899-02;34.0;G
1899-03-02 06:00:01;1899-04-01 06:00:00;1899-03;42.0;G
1899-04-01 06:00:01;1899-05-01 06:00:00;1899-04;54.0;G
1899-05-02 06:00:01;1899-06-01 06:00:00;1899-05;43.0;G
1899-06-01 06:00:01;1899-07-01 06:00:00;1899-06;19.0;G
1899-07-02 06:00:01;1899-08-01 06:00:00;1899-07;49.0;G
1899-08-02 06:00:01;1899-09-01 06:00:00;1899-08;23.0;G
1899-09-01 06:00:01;1899-10-01 06:00:00;1899-09;115.0;G
1899-10-02 06:00:01;1899-11-01 06:00:00;1899-10;32.0;G
1899-11-01 06:00:01;1899-12-01 06:00:00;1899-11;26.0;G
1899-12-02 06:00:01;1900-01-01 06:00:00;1899-12;49.0;G
1900-01-02 06:00:01;1900-02-01 06:00:00;1900-01;34.7;G
1900-01-30 06:00:01;1900-03-01 06:00:00;1900-02;62.2;G
1900-03-02 06:00:01;1900-04-01 06:00:00;1900-03;17.2;G
1900-04-01 06:00:01;1900-05-01 06:00:00;1900-04;23.8;G
1900-05-02 06:00:01;1900-06-01 06:00:00;1900-05;31.3;G
1900-06-01 06:00:01;1900-07-01 06:00:00;1900-06;26.8;G
1900-07-02 06:00:01;1900-08-01 06:00:00;1900-07;59.0;G
1900-08-02 06:00:01;1900-09-01 06:00:00;1900-08;54.3;G
1900-09-01 06:00:01;1900-10-01 06:00:00;1900-09;25.7;G
1900-10-02 06:00:01;1900-11-01 06:00:00;1900-10;114.0;G
1900-11-01 06:00:01;1900-12-01 06:00:00;1900-11;66.7;G
1900-12-02 06:00:01;1901-01-01 06:00:00;1900-12;58.4;G
1901-01-02 06:00:01;1901-02-01 06:00:00;1901-01;10.2;G
1901-01-30 06:00:01;1901-03-01 06:00:00;1901-02;26.0;G
1901-03-02 06:00:01;1901-04-01 06:00:00;1901-03;21.1;G
1901-04-01 06:00:01;1901-05-01 06:00:00;1901-04;34.9;G
1901-05-02 06:00:01;1901-06-01 06:00:00;1901-05;8.7;G
1901-06-01 06:00:01;1901-07-01 06:00:00;1901-06;46.5;G
1901-07-02 06:00:01;1901-08-01 06:00:00;1901-07;1.5;G
1901-08-02 06:00:01;1901-09-01 06:00:00;1901-08;15.8;G
1901-09-01 06:00:01;1901-10-01 06:00:00;1901-09;25.3;G
1901-10-02 06:00:01;1901-11-01 06:00:00;1901-10;62.8;G
1901-11-01 06:00:01;1901-12-01 06:00:00;1901-11;41.2;G
1901-12-02 06:00:01;1902-01-01 06:00:00;1901-12;63.1;G
1902-01-02 06:00:01;1902-02-01 06:00:00;1902-01;34.3;G
1902-01-30 06:00:01;1902-03-01 06:00:00;1902-02;17.6;G
1902-03-02 06:00:01;1902-04-01 06:00:00;1902-03;49.8;G
1902-04-01 06:00:01;1902-05-01 06:00:00;1902-04;9.3;G
1902-05-02 06:00:01;1902-06-01 06:00:00;1902-05;38.3;G
1902-06-01 06:00:01;1902-07-01 06:00:00;1902-06;60.8;G
1902-07-02 06:00:01;1902-08-01 06:00:00;1902-07;87.5;G
1902-08-02 06:00:01;1902-09-01 06:00:00;1902-08;68.1;G
1902-09-01 06:00:01;1902-10-01 06:00:00;1902-09;35.7;G
1902-10-02 06:00:01;1902-11-01 06:00:00;1902-10;83.3;G
1902-11-01 06:00:01;1902-12-01 06:00:00;1902-11;10.8;G
1902-12-02 06:00:01;1903-01-01 06:00:00;1902-12;31.0;G
1903-01-02 06:00:01;1903-02-01 06:00:00;1903-01;51.3;G
1903-01-30 06:00:01;1903-03-01 06:00:00;1903-02;19.1;G
1903-03-02 06:00:01;1903-04-01 06:00:00;1903-03;29.0;G
1903-04-01 06:00:01;1903-05-01 06:00:00;1903-04;60.2;G
1903-05-02 06:00:01;1903-06-01 06:00:00;1903-05;32.1;G
1903-06-01 06:00:01;1903-07-01 06:00:00;1903-06;34.4;G
1903-07-02 06:00:01;1903-08-01 06:00:00;1903-07;79.1;G
1903-08-02 06:00:01;1903-09-01 06:00:00;1903-08;185.3;G
1903-09-01 06:00:01;1903-10-01 06:00:00;1903-09;41.3;G
1903-10-02 06:00:01;1903-11-01 06:00:00;1903-10;65.4;G
1903-11-01 06:00:01;1903-12-01 06:00:00;1903-11;23.1;G
1903-12-02 06:00:01;1904-01-01 06:00:00;1903-12;26.4;G
1904-01-02 06:00:01;1904-02-01 06:00:00;1904-01;39.3;G
1904-01-31 06:00:01;1904-03-01 06:00:00;1904-02;55.0;G
1904-03-02 06:00:01;1904-04-01 06:00:00;1904-03;20.8;G
1904-04-01 06:00:01;1904-05-01 06:00:00;1904-04;28.1;G
1904-05-02 06:00:01;1904-06-01 06:00:00;1904-05;49.7;G
1904-06-01 06:00:01;1904-07-01 06:00:00;1904-06;53.6;G
1904-07-02 06:00:01;1904-08-01 06:00:00;1904-07;18.6;G
1904-08-02 06:00:01;1904-09-01 06:00:00;1904-08;65.7;G
1904-09-01 06:00:01;1904-10-01 06:00:00;1904-09;22.6;G
1904-10-02 06:00:01;1904-11-01 06:00:00;1904-10;44.0;G
1904-11-01 06:00:01;1904-12-01 06:00:00;1904-11;54.1;G
1904-12-02 06:00:01;1905-01-01 06:00:00;1904-12;49.8;G
1905-01-02 06:00:01;1905-02-01 06:00:00;1905-01;23.4;G
1905-01-30 06:00:01;1905-03-01 06:00:00;1905-02;7.2;G
1905-03-02 06:00:01;1905-04-01 06:00:00;1905-03;30.9;G
1905-04-01 06:00:01;1905-05-01 06:00:00;1905-04;42.2;G
1905-05-02 06:00:01;1905-06-01 06:00:00;1905-05;16.7;G
1905-06-01 06:00:01;1905-07-01 06:00:00;1905-06;30.6;G
1905-07-02 06:00:01;1905-08-01 06:00:00;1905-07;56.3;G
1905-08-02 06:00:01;1905-09-01 06:00:00;1905-08;106.7;G
1905-09-01 06:00:01;1905-10-01 06:00:00;1905-09;53.3;G
1905-10-02 06:00:01;1905-11-01 06:00:00;1905-10;127.4;G
1905-11-01 06:00:01;1905-12-01 06:00:00;1905-11;51.1;G
1905-12-02 06:00:01;1906-01-01 06:00:00;1905-12;8.9;G
1906-01-02 06:00:01;1906-02-01 06:00:00;1906-01;29.0;G
1906-01-30 06:00:01;1906-03-01 06:00:00;1906-02;32.4;G
