Stationsnamn;Klimatnummer;Mäthöjd (meter över marken)
Väse D;93210;2.0

Parameternamn;Beskrivning;Enhet
Nederbördsmängd;summa, 1 gång per månad;mm

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1972-08-01 00:00:00;2016-02-29 23:59:59;55.0;59.3675;13.8534

Från Datum Tid (UTC);Till Datum Tid (UTC);Representativ månad;Nederbördsmängd;Kvalitet;;Tidsutsnitt:
1999-10-01 06:00:01;1999-11-01 06:00:00;1999-10;48.3;Y
1999-11-01 06:00:01;1999-12-01 06:00:00;1999-11;19.1;Y
1999-12-01 06:00:01;2000-01-01 06:00:00;1999-12;75.8;Y
2000-01-01 06:00:01;2000-02-01 06:00:00;2000-01;24.5;Y
2000-02-01 06:00:01;2000-03-01 06:00:00;2000-02;35.8;Y
2000-03-01 06:00:01;2000-04-01 06:00:00;2000-03;11.7;Y
2000-04-01 06:00:01;2000-05-01 06:00:00;2000-04;69.6;Y
2000-05-01 06:00:01;2000-06-01 06:00:00;2000-05;65.8;Y
2000-06-01 06:00:01;2000-07-01 06:00:00;2000-06;57.7;Y
2000-07-01 06:00:01;2000-08-01 06:00:00;2000-07;160.9;Y
2000-08-01 06:00:01;2000-09-01 06:00:00;2000-08;52.4;Y
2000-09-01 06:00:01;2000-10-01 06:00:00;2000-09;32.2;Y
2000-10-01 06:00:01;2000-11-01 06:00:00;2000-10;160.7;Y
2000-11-01 06:00:01;2000-12-01 06:00:00;2000-11;145.2;Y
2000-12-01 06:00:01;2001-01-01 06:00:00;2000-12;102.4;Y
2001-01-01 06:00:01;2001-02-01 06:00:00;2001-01;70.8;Y
2001-02-01 06:00:01;2001-03-01 06:00:00;2001-02;44.8;Y
2001-03-01 06:00:01;2001-04-01 06:00:00;2001-03;32.7;Y
2001-04-01 06:00:01;2001-05-01 06:00:00;2001-04;53.4;Y
2001-05-01 06:00:01;2001-06-01 06:00:00;2001-05;31.1;Y
2001-06-01 06:00:01;2001-07-01 06:00:00;2001-06;41.8;Y
2001-07-01 06:00:01;2001-08-01 06:00:00;2001-07;26.9;Y
2001-08-01 06:00:01;2001-09-01 06:00:00;2001-08;51.8;Y
2001-09-01 06:00:01;2001-10-01 06:00:00;2001-09;107.0;Y
2001-10-01 06:00:01;2001-11-01 06:00:00;2001-10;64.8;Y
2001-11-01 06:00:01;2001-12-01 06:00:00;2001-11;42.4;Y
2001-12-01 06:00:01;2002-01-01 06:00:00;2001-12;41.9;Y
2002-01-01 06:00:01;2002-02-01 06:00:00;2002-01;77.9;Y
2002-02-01 06:00:01;2002-03-01 06:00:00;2002-02;63.7;Y
2002-03-01 06:00:01;2002-04-01 06:00:00;2002-03;33.0;Y
2002-04-01 06:00:01;2002-05-01 06:00:00;2002-04;23.5;Y
2002-05-01 06:00:01;2002-06-01 06:00:00;2002-05;77.2;Y
2002-06-01 06:00:01;2002-07-01 06:00:00;2002-06;86.6;Y
2002-07-01 06:00:01;2002-08-01 06:00:00;2002-07;58.1;Y
2002-08-01 06:00:01;2002-09-01 06:00:00;2002-08;37.1;Y
2002-09-01 06:00:01;2002-10-01 06:00:00;2002-09;25.7;Y
2002-10-01 06:00:01;2002-11-01 06:00:00;2002-10;39.4;Y
2002-11-01 06:00:01;2002-12-01 06:00:00;2002-11;91.0;Y
2002-12-01 06:00:01;2003-01-01 06:00:00;2002-12;16.3;Y
2003-01-01 06:00:01;2003-02-01 06:00:00;2003-01;37.8;Y
2003-02-01 06:00:01;2003-03-01 06:00:00;2003-02;14.6;Y
2003-03-01 06:00:01;2003-04-01 06:00:00;2003-03;12.6;Y
2003-04-01 06:00:01;2003-05-01 06:00:00;2003-04;42.0;Y
2003-05-01 06:00:01;2003-06-01 06:00:00;2003-05;60.6;Y
2003-06-01 06:00:01;2003-07-01 06:00:00;2003-06;94.0;Y
2003-07-01 06:00:01;2003-08-01 06:00:00;2003-07;46.4;Y
2003-08-01 06:00:01;2003-09-01 06:00:00;2003-08;51.1;Y
2003-09-01 06:00:01;2003-10-01 06:00:00;2003-09;24.8;Y
2003-10-01 06:00:01;2003-11-01 06:00:00;2003-10;57.3;Y
2003-11-01 06:00:01;2003-12-01 06:00:00;2003-11;91.1;Y
2003-12-01 06:00:01;2004-01-01 06:00:00;2003-12;71.1;Y
2004-01-01 06:00:01;2004-02-01 06:00:00;2004-01;49.8;Y
2004-02-01 06:00:01;2004-03-01 06:00:00;2004-02;42.5;Y
2004-03-01 06:00:01;2004-04-01 06:00:00;2004-03;40.1;Y
2004-04-01 06:00:01;2004-05-01 06:00:00;2004-04;21.2;Y
2004-05-01 06:00:01;2004-06-01 06:00:00;2004-05;36.7;Y
2004-06-01 06:00:01;2004-07-01 06:00:00;2004-06;78.3;Y
2004-07-01 06:00:01;2004-08-01 06:00:00;2004-07;42.8;Y
2004-08-01 06:00:01;2004-09-01 06:00:00;2004-08;117.9;Y
2004-09-01 06:00:01;2004-10-01 06:00:00;2004-09;77.2;Y
2004-10-01 06:00:01;2004-11-01 06:00:00;2004-10;108.8;Y
2004-11-01 06:00:01;2004-12-01 06:00:00;2004-11;49.4;Y
2004-12-01 06:00:01;2005-01-01 06:00:00;2004-12;29.4;Y
2005-01-01 06:00:01;2005-02-01 06:00:00;2005-01;33.6;Y
2005-02-01 06:00:01;2005-03-01 06:00:00;2005-02;14.6;Y
2005-03-01 06:00:01;2005-04-01 06:00:00;2005-03;29.8;Y
2005-04-01 06:00:01;2005-05-01 06:00:00;2005-04;20.9;Y
2005-05-01 06:00:01;2005-06-01 06:00:00;2005-05;71.6;Y
2005-06-01 06:00:01;2005-07-01 06:00:00;2005-06;37.7;Y
2005-07-01 06:00:01;2005-08-01 06:00:00;2005-07;55.0;Y
2005-08-01 06:00:01;2005-09-01 06:00:00;2005-08;30.9;Y
2005-09-01 06:00:01;2005-10-01 06:00:00;2005-09;28.0;Y
2005-10-01 06:00:01;2005-11-01 06:00:00;2005-10;75.1;Y
2005-11-01 06:00:01;2005-12-01 06:00:00;2005-11;61.2;Y
2005-12-01 06:00:01;2006-01-01 06:00:00;2005-12;40.3;Y
2006-01-01 06:00:01;2006-02-01 06:00:00;2006-01;23.0;Y
2006-02-01 06:00:01;2006-03-01 06:00:00;2006-02;47.6;Y
2006-03-01 06:00:01;2006-04-01 06:00:00;2006-03;40.0;Y
2006-04-01 06:00:01;2006-05-01 06:00:00;2006-04;47.7;Y
2006-05-01 06:00:01;2006-06-01 06:00:00;2006-05;103.2;Y
2006-06-01 06:00:01;2006-07-01 06:00:00;2006-06;52.3;Y
2006-07-01 06:00:01;2006-08-01 06:00:00;2006-07;24.4;Y
2006-08-01 06:00:01;2006-09-01 06:00:00;2006-08;115.7;Y
2006-09-01 06:00:01;2006-10-01 06:00:00;2006-09;35.7;Y
2006-10-01 06:00:01;2006-11-01 06:00:00;2006-10;121.4;Y
2006-11-01 06:00:01;2006-12-01 06:00:00;2006-11;72.5;Y
2006-12-01 06:00:01;2007-01-01 06:00:00;2006-12;85.1;Y
2007-01-01 06:00:01;2007-02-01 06:00:00;2007-01;88.0;Y
2007-02-01 06:00:01;2007-03-01 06:00:00;2007-02;32.0;Y
2007-03-01 06:00:01;2007-04-01 06:00:00;2007-03;39.8;Y
2007-04-01 06:00:01;2007-05-01 06:00:00;2007-04;25.4;Y
2007-05-01 06:00:01;2007-06-01 06:00:00;2007-05;82.6;Y
2007-06-01 06:00:01;2007-07-01 06:00:00;2007-06;43.3;Y
2007-07-01 06:00:01;2007-08-01 06:00:00;2007-07;94.9;Y
2007-08-01 06:00:01;2007-09-01 06:00:00;2007-08;29.1;Y
2007-09-01 06:00:01;2007-10-01 06:00:00;2007-09;84.0;Y
2007-10-01 06:00:01;2007-11-01 06:00:00;2007-10;32.9;Y
2007-11-01 06:00:01;2007-12-01 06:00:00;2007-11;59.5;Y
2007-12-01 06:00:01;2008-01-01 06:00:00;2007-12;71.8;Y
2008-01-01 06:00:01;2008-02-01 06:00:00;2008-01;102.7;Y
2008-02-01 06:00:01;2008-03-01 06:00:00;2008-02;52.4;Y
2008-03-01 06:00:01;2008-04-01 06:00:00;2008-03;45.7;Y
2008-04-01 06:00:01;2008-05-01 06:00:00;2008-04;20.5;Y
2008-05-01 06:00:01;2008-06-01 06:00:00;2008-05;31.9;Y
2008-06-01 06:00:01;2008-07-01 06:00:00;2008-06;19.6;Y
2008-07-01 06:00:01;2008-08-01 06:00:00;2008-07;72.0;Y
2008-08-01 06:00:01;2008-09-01 06:00:00;2008-08;171.7;Y
2008-09-01 06:00:01;2008-10-01 06:00:00;2008-09;71.0;Y
2008-10-01 06:00:01;2008-11-01 06:00:00;2008-10;75.6;Y
2008-11-01 06:00:01;2008-12-01 06:00:00;2008-11;63.8;Y
2008-12-01 06:00:01;2009-01-01 06:00:00;2008-12;53.1;Y
2009-01-01 06:00:01;2009-02-01 06:00:00;2009-01;11.4;Y
2009-02-01 06:00:01;2009-03-01 06:00:00;2009-02;27.4;Y
2009-03-01 06:00:01;2009-04-01 06:00:00;2009-03;40.6;Y
2009-04-01 06:00:01;2009-05-01 06:00:00;2009-04;14.5;Y
2009-05-01 06:00:01;2009-06-01 06:00:00;2009-05;44.8;Y
2009-06-01 06:00:01;2009-07-01 06:00:00;2009-06;44.8;Y
2009-07-01 06:00:01;2009-08-01 06:00:00;2009-07;212.1;Y
2009-08-01 06:00:01;2009-09-01 06:00:00;2009-08;59.9;Y
2009-09-01 06:00:01;2009-10-01 06:00:00;2009-09;52.6;Y
2009-10-01 06:00:01;2009-11-01 06:00:00;2009-10;45.6;Y
2009-11-01 06:00:01;2009-12-01 06:00:00;2009-11;111.5;Y
2009-12-01 06:00:01;2010-01-01 06:00:00;2009-12;49.6;Y
2010-01-01 06:00:01;2010-02-01 06:00:00;2010-01;19.9;Y
2010-02-01 06:00:01;2010-03-01 06:00:00;2010-02;49.2;Y
2010-03-01 06:00:01;2010-04-01 06:00:00;2010-03;33.3;Y
2010-04-01 06:00:01;2010-05-01 06:00:00;2010-04;25.7;Y
2010-05-01 06:00:01;2010-06-01 06:00:00;2010-05;116.3;Y
2010-06-01 06:00:01;2010-07-01 06:00:00;2010-06;53.1;Y
2010-07-01 06:00:01;2010-08-01 06:00:00;2010-07;127.6;Y
2010-08-01 06:00:01;2010-09-01 06:00:00;2010-08;100.6;Y
2010-09-01 06:00:01;2010-10-01 06:00:00;2010-09;61.2;Y
2010-10-01 06:00:01;2010-11-01 06:00:00;2010-10;45.4;Y
2010-11-01 06:00:01;2010-12-01 06:00:00;2010-11;54.4;Y
2010-12-01 06:00:01;2011-01-01 06:00:00;2010-12;29.7;Y
2011-01-01 06:00:01;2011-02-01 06:00:00;2011-01;57.3;Y
2011-02-01 06:00:01;2011-03-01 06:00:00;2011-02;47.5;Y
2011-03-01 06:00:01;2011-04-01 06:00:00;2011-03;25.8;Y
2011-04-01 06:00:01;2011-05-01 06:00:00;2011-04;29.0;Y
2011-05-01 06:00:01;2011-06-01 06:00:00;2011-05;57.3;Y
2011-06-01 06:00:01;2011-07-01 06:00:00;2011-06;51.5;Y
2011-07-01 06:00:01;2011-08-01 06:00:00;2011-07;79.3;Y
2011-08-01 06:00:01;2011-09-01 06:00:00;2011-08;113.2;Y
2011-09-01 06:00:01;2011-10-01 06:00:00;2011-09;125.9;Y
2011-10-01 06:00:01;2011-11-01 06:00:00;2011-10;65.0;Y
2011-11-01 06:00:01;2011-12-01 06:00:00;2011-11;14.4;Y
2011-12-01 06:00:01;2012-01-01 06:00:00;2011-12;73.7;Y
2012-01-01 06:00:01;2012-02-01 06:00:00;2012-01;52.2;Y
2012-02-01 06:00:01;2012-03-01 06:00:00;2012-02;29.9;Y
2012-03-01 06:00:01;2012-04-01 06:00:00;2012-03;14.1;Y
2012-04-01 06:00:01;2012-05-01 06:00:00;2012-04;52.6;Y
2012-05-01 06:00:01;2012-06-01 06:00:00;2012-05;49.0;Y
2012-06-01 06:00:01;2012-07-01 06:00:00;2012-06;77.1;Y
2012-07-01 06:00:01;2012-08-01 06:00:00;2012-07;130.5;Y
2012-08-01 06:00:01;2012-09-01 06:00:00;2012-08;95.8;Y
2012-09-01 06:00:01;2012-10-01 06:00:00;2012-09;125.1;Y
2012-10-01 06:00:01;2012-11-01 06:00:00;2012-10;113.8;Y
2012-11-01 06:00:01;2012-12-01 06:00:00;2012-11;41.8;Y
2012-12-01 06:00:01;2013-01-01 06:00:00;2012-12;57.3;Y
2013-01-01 06:00:01;2013-02-01 06:00:00;2013-01;28.2;Y
2013-02-01 06:00:01;2013-03-01 06:00:00;2013-02;27.7;Y
2013-03-01 06:00:01;2013-04-01 06:00:00;2013-03;1.6;Y
2013-04-01 06:00:01;2013-05-01 06:00:00;2013-04;34.4;Y
2013-05-01 06:00:01;2013-06-01 06:00:00;2013-05;57.1;Y
2013-06-01 06:00:01;2013-07-01 06:00:00;2013-06;104.3;G
2013-07-01 06:00:01;2013-08-01 06:00:00;2013-07;43.7;Y
2013-08-01 06:00:01;2013-09-01 06:00:00;2013-08;139.2;Y
2013-09-01 06:00:01;2013-10-01 06:00:00;2013-09;12.4;Y
2013-10-01 06:00:01;2013-11-01 06:00:00;2013-10;72.8;Y
2013-11-01 06:00:01;2013-12-01 06:00:00;2013-11;54.2;Y
2013-12-01 06:00:01;2014-01-01 06:00:00;2013-12;74.6;Y
2014-01-01 06:00:01;2014-02-01 06:00:00;2014-01;72.3;Y
2014-02-01 06:00:01;2014-03-01 06:00:00;2014-02;76.3;Y
2014-03-01 06:00:01;2014-04-01 06:00:00;2014-03;21.2;Y
2014-04-01 06:00:01;2014-05-01 06:00:00;2014-04;64.4;Y
2014-05-01 06:00:01;2014-06-01 06:00:00;2014-05;84.5;Y
2014-06-01 06:00:01;2014-07-01 06:00:00;2014-06;82.5;Y
2014-07-01 06:00:01;2014-08-01 06:00:00;2014-07;24.6;Y
2014-08-01 06:00:01;2014-09-01 06:00:00;2014-08;289.9;Y
2014-09-01 06:00:01;2014-10-01 06:00:00;2014-09;26.2;Y
2014-10-01 06:00:01;2014-11-01 06:00:00;2014-10;124.3;Y
2014-11-01 06:00:01;2014-12-01 06:00:00;2014-11;69.7;Y
2014-12-01 06:00:01;2015-01-01 06:00:00;2014-12;43.3;Y
2015-01-01 06:00:01;2015-02-01 06:00:00;2015-01;92.4;Y
2015-02-01 06:00:01;2015-03-01 06:00:00;2015-02;23.7;Y
2015-03-01 06:00:01;2015-04-01 06:00:00;2015-03;49.4;Y
2015-04-01 06:00:01;2015-05-01 06:00:00;2015-04;11.8;Y
2015-05-01 06:00:01;2015-06-01 06:00:00;2015-05;122.4;Y
2015-06-01 06:00:01;2015-07-01 06:00:00;2015-06;39.1;Y
2015-07-01 06:00:01;2015-08-01 06:00:00;2015-07;104.7;Y
2015-08-01 06:00:01;2015-09-01 06:00:00;2015-08;68.6;Y
2015-09-01 06:00:01;2015-10-01 06:00:00;2015-09;134.8;Y
2015-10-01 06:00:01;2015-11-01 06:00:00;2015-10;3.9;Y
2015-11-01 06:00:01;2015-12-01 06:00:00;2015-11;74.1;Y
